,Volume Requirements Forecast - DC-H - GB (MW),Volume Requirements Forecast - DC-L - GB (MW),Volume Requirements Forecast - DR-H - GB (MW),Volume Requirements Forecast - DR-L - GB (MW),Volume Requirements Forecast - DM-H - GB (MW),Volume Requirements Forecast - DM-L - GB (MW),Ancillary Volume Accepted - DC-H - GB (MW),Ancillary Volume Accepted - DC-L - GB (MW),Ancillary Volume Accepted - DR-H - GB (MW),Ancillary Volume Accepted - DR-L - GB (MW),Ancillary Volume Accepted - DM-H - GB (MW),Ancillary Volume Accepted - DM-L - GB (MW),Ancillary Price - DC-H - GB (£/MW/h),Ancillary Price - DC-L - GB (£/MW/h),Ancillary Price - DR-H - GB (£/MW/h),Ancillary Price - DR-L - GB (£/MW/h),Ancillary Price - DM-H - GB (£/MW/h),Ancillary Price - DM-L - GB (£/MW/h),"Day Ahead Price (N2EX, local) - GB (£/MWh)_min","Day Ahead Price (N2EX, local) - GB (£/MWh)_max","Day Ahead Price (N2EX, local) - GB (£/MWh)_mean","Day Ahead Price (N2EX, local) - GB (£/MWh)_std","Day Ahead Price (EPEX, local) - GB (£/MWh)_min","Day Ahead Price (EPEX, local) - GB (£/MWh)_max","Day Ahead Price (EPEX, local) - GB (£/MWh)_mean","Day Ahead Price (EPEX, local) - GB (£/MWh)_std","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_0","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_1","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_2","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_3","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_4","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_5","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_6","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_7",National Demand Forecast (NDF) - GB (MW)_timeslot_0,National Demand Forecast (NDF) - GB (MW)_timeslot_1,National Demand Forecast (NDF) - GB (MW)_timeslot_2,National Demand Forecast (NDF) - GB (MW)_timeslot_3,National Demand Forecast (NDF) - GB (MW)_timeslot_4,National Demand Forecast (NDF) - GB (MW)_timeslot_5,National Demand Forecast (NDF) - GB (MW)_timeslot_6,National Demand Forecast (NDF) - GB (MW)_timeslot_7,"Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_0","Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_1","Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_2","Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_3","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_0","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_1","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_2","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_3"
2024-11-16 15:00:00,1160.0,1205.0,330,330,200.0,170,1116,1236,350.0,330.0,220.0,170.0,0.6,4.25,-7.72,9.96,-0.25,8.14,72.25,120.06,90.52,12.7,68.5,116.05,88.35,12.77,95.63,103.01,105.25,113.0,109.77,108.0,100.01,99.0,32923.0,33887.0,35115.0,36682.0,37375.0,37410.0,37275.0,36409.0,93.47,109.9,120.06,110.93,93.2,106.0,116.05,110.7
2024-11-16 19:00:00,1135.0,1286.0,330,330,200.0,170,1223,1216,350.0,330.0,220.0,170.0,0.84,2.37,-8.38,7.67,-1.09,6.78,72.25,120.06,90.52,12.7,68.5,116.05,88.35,12.77,99.2,101.9,95.9,96.0,96.0,96.0,90.0,84.0,35599.0,34433.0,33212.0,31990.0,30643.0,29118.0,27647.0,26131.0,99.4,94.06,89.52,79.9,102.49,93.0,85.11,77.0
2024-11-16 23:00:00,1164.0,1213.0,330,330,200.0,170,1281,1253,350.0,330.0,200.0,170.0,2.0,2.56,-2.84,7.04,1.51,4.4,72.25,120.06,90.52,12.7,68.5,116.05,88.35,12.77,93.0,87.0,74.0,85.0,85.0,75.8,79.0,75.45,24836.0,23900.0,23360.0,23680.0,23094.0,22461.0,21937.0,21499.0,72.25,70.04,60.1,48.26,68.5,58.2,50.2,38.4
2024-11-17 03:00:00,1285.0,1289.0,330,330,200.0,170,1307,1330,330.0,330.0,200.0,170.0,4.75,3.14,3.25,8.49,6.23,2.52,33.36,131.45,84.16,27.89,30.8,128.0,80.2,30.06,78.0,74.8,85.86,76.96,77.6,79.64,79.6,86.02,20908.0,20464.0,20240.0,20160.0,20558.0,20912.0,22274.0,23422.0,38.17,33.36,37.05,52.11,38.25,31.3,30.8,40.2
2024-11-17 07:00:00,1337.0,1289.0,330,330,200.0,170,1289,1300,350.0,330.0,200.0,170.0,1.93,2.05,-2.83,6.19,3.3,4.05,33.36,131.45,84.16,27.89,30.8,128.0,80.2,30.06,82.06,95.96,94.0,102.0,100.0,101.9,102.2,104.0,24778.0,26150.0,27986.0,29074.0,29936.0,30261.0,30500.0,30257.0,62.66,84.07,100.0,99.05,54.31,70.96,94.2,97.0
2024-11-17 11:00:00,1300.0,1290.0,330,330,200.0,170,1122,1210,350.0,330.0,220.0,170.0,0.82,1.49,-8.25,5.74,-0.63,4.75,33.36,131.45,84.16,27.89,30.8,128.0,80.2,30.06,100.0,101.05,96.09,96.09,93.0,86.0,92.8,89.05,30250.0,30227.0,30300.0,30295.0,30569.0,30448.0,30200.0,30365.0,90.89,98.01,105.51,103.82,90.2,93.0,101.0,98.0
2024-11-17 15:00:00,1177.0,1219.0,330,330,200.0,170,1049,1038,350.0,330.0,220.0,170.0,0.2,4.12,-9.5,10.35,-1.07,8.19,33.36,131.45,84.16,27.89,30.8,128.0,80.2,30.06,94.6,96.0,105.8,124.0,114.0,111.45,118.4,107.0,30689.0,31157.0,31814.0,33217.0,34532.0,34800.0,34503.0,33872.0,98.88,113.51,131.45,121.71,97.0,119.4,128.0,120.6
2024-11-17 19:00:00,1070.0,1142.0,330,330,200.0,170,1096,1119,350.0,330.0,220.0,170.0,0.68,1.75,-10.48,6.96,-1.58,5.93,33.36,131.45,84.16,27.89,30.8,128.0,80.2,30.06,104.0,98.12,94.06,93.0,95.0,89.3,94.0,75.0,32910.0,31954.0,30909.0,29800.0,28587.0,27499.0,26224.0,25016.0,103.9,100.47,103.98,87.9,110.0,97.3,95.8,84.13
2024-11-17 23:00:00,1163.0,1199.0,330,330,200.0,170,1205,1236,350.0,330.0,213.0,170.0,1.5,1.79,-8.6,6.96,-0.15,4.25,33.36,131.45,84.16,27.89,30.8,128.0,80.2,30.06,86.56,66.0,58.2,85.0,70.2,54.0,61.4,44.0,23841.0,23000.0,23000.0,23100.0,22396.0,21753.0,21078.0,20598.0,75.0,81.16,89.64,84.09,86.6,89.0,87.2,81.0
2024-11-18 03:00:00,1206.0,1146.0,330,330,200.0,170,1252,1281,350.0,330.0,200.0,170.0,2.12,2.0,-5.3,6.96,1.08,4.84,79.01,143.21,109.3,19.22,79.0,153.2,106.8,20.1,48.4,41.0,56.0,52.0,60.8,64.0,72.0,90.0,20049.0,19553.0,19474.0,19400.0,19710.0,20048.0,20939.0,21633.0,85.1,79.01,92.81,105.76,79.2,79.0,90.3,103.7
2024-11-18 07:00:00,1263.0,1145.0,330,330,200.0,170,1077,1077,350.0,330.0,220.0,170.0,0.65,1.26,-11.89,6.96,-1.5,4.68,79.01,143.21,109.3,19.22,79.0,153.2,106.8,20.1,74.4,86.0,79.1,100.0,100.0,100.0,103.72,94.0,22381.0,23300.0,24947.0,26220.0,27421.0,27937.0,28384.0,28363.0,105.99,108.06,107.67,109.31,103.7,102.7,103.5,103.4
2024-11-18 11:00:00,1089.0,1085.0,330,330,200.0,170,991,966,350.0,330.0,220.0,170.0,0.65,1.27,-12.5,6.96,-1.3,4.35,79.01,143.21,109.3,19.22,79.0,153.2,106.8,20.1,90.89,93.1,97.6,98.47,105.3,100.8,99.2,93.8,28555.0,29200.0,30174.0,30000.0,30500.0,30831.0,31648.0,32135.0,111.63,120.72,127.92,133.3,105.8,114.8,122.3,123.4
2024-11-18 15:00:00,1003.0,964.0,330,330,200.0,170,974,1048,350.0,330.0,220.0,82.0,1.3,7.63,-10.2,9.96,-1.22,9.13,79.01,143.21,109.3,19.22,79.0,153.2,106.8,20.1,95.5,99.6,105.6,124.56,125.0,119.5,133.0,125.7,33007.0,33905.0,35371.0,36878.0,37500.0,37305.0,36818.0,36010.0,134.96,142.11,143.21,133.13,124.0,144.4,153.2,143.2
2024-11-18 19:00:00,1003.0,1022.0,330,330,200.0,170,1074,1084,350.0,330.0,220.0,170.0,0.43,2.55,-11.5,6.93,-1.59,7.28,79.01,143.21,109.3,19.22,79.0,153.2,106.8,20.1,111.66,103.9,100.0,99.0,90.0,106.0,98.7,86.0,35593.0,34337.0,33513.0,32620.0,31173.0,29630.0,28407.0,27100.0,119.71,106.24,104.39,99.3,110.65,103.5,104.0,93.4
2024-11-18 23:00:00,1111.0,1163.0,330,330,200.0,170,1264,1235,350.0,330.0,218.0,170.0,1.31,2.02,-9.44,4.9,-1.0,5.53,79.01,143.21,109.3,19.22,79.0,153.2,106.8,20.1,80.0,76.9,70.8,86.4,80.0,74.0,76.0,74.0,25425.0,24140.0,24420.0,24740.0,24397.0,23645.0,23165.0,22871.0,97.98,106.14,94.99,83.9,97.73,96.14,94.0,88.0
2024-11-19 03:00:00,1264.0,1253.0,330,330,200.0,170,1300,1324,350.0,330.0,200.0,170.0,2.23,2.02,-5.86,6.25,1.09,5.53,79.66,119.88,102.54,12.35,82.8,116.3,101.28,11.18,84.2,79.8,79.7,78.0,90.9,81.4,103.7,100.0,22580.0,22156.0,22010.0,22160.0,22120.0,23580.0,26610.0,29707.0,80.36,79.66,91.36,103.81,82.8,83.45,92.5,102.94
2024-11-19 07:00:00,1301.0,1260.0,330,330,200.0,170,1139,1258,350.0,330.0,220.0,170.0,0.32,2.26,-12.04,6.96,-1.88,6.39,79.66,119.88,102.54,12.35,82.8,116.3,101.28,11.18,104.7,116.15,113.0,118.0,105.0,104.24,103.0,101.85,32159.0,33900.0,35802.0,36500.0,36940.0,36829.0,36903.0,36978.0,108.78,115.73,118.9,114.93,108.38,113.9,115.5,112.0
2024-11-19 11:00:00,1135.0,1180.0,330,330,200.0,170,1033,1139,350.0,330.0,220.0,170.0,0.46,1.67,-12.0,5.55,-2.0,5.01,79.66,119.88,102.54,12.35,82.8,116.3,101.28,11.18,118.9,121.6,127.6,130.1,133.3,129.0,120.0,125.39,37001.0,37000.0,37615.0,37700.0,37943.0,37900.0,38269.0,38428.0,110.7,103.05,103.62,105.09,106.2,105.2,104.0,104.0
2024-11-19 15:00:00,1035.0,1120.0,330,330,200.0,170,1019,1066,350.0,330.0,205.0,110.0,1.5,7.0,-8.62,11.47,-0.17,6.5,79.66,119.88,102.54,12.35,82.8,116.3,101.28,11.18,126.2,135.41,125.0,142.0,133.5,135.08,140.8,125.0,38305.0,39290.0,40678.0,41009.0,41900.0,41773.0,40974.0,40416.0,108.2,118.46,119.88,113.52,109.7,115.2,116.3,114.0
2024-11-19 19:00:00,1031.0,1021.0,330,330,200.0,170,1104,1171,350.0,330.0,220.0,170.0,0.49,2.72,-10.25,6.96,-1.59,5.44,79.66,119.88,102.54,12.35,82.8,116.3,101.28,11.18,113.5,110.0,106.5,96.3,103.0,92.62,99.0,88.25,39745.0,38377.0,36774.0,35160.0,33359.0,31614.0,29679.0,27654.0,105.58,102.89,97.93,84.97,103.0,99.0,97.0,83.0
2024-11-19 23:00:00,1131.0,1155.0,330,330,200.0,170,1248,1207,350.0,330.0,200.0,170.0,1.75,2.0,-7.52,6.96,-0.03,3.39,79.66,119.88,102.54,12.35,82.8,116.3,101.28,11.18,97.0,92.94,90.0,108.2,94.99,83.0,85.0,82.75,25973.0,25300.0,25200.0,25500.0,25113.0,24339.0,23702.0,23343.0,88.52,84.21,81.03,77.21,84.4,81.0,80.0,72.5
2024-11-20 03:00:00,1262.0,1242.0,330,330,200.0,170,1282,1312,350.0,330.0,200.0,170.0,4.25,2.0,-2.44,5.5,3.47,4.73,68.62,124.87,98.92,15.12,69.2,122.8,98.51,15.66,84.0,80.36,84.0,80.81,85.0,92.94,99.16,102.2,23026.0,22914.0,22500.0,22636.0,23662.0,25168.0,27973.0,30254.0,68.62,77.39,87.6,106.87,69.2,75.0,87.2,98.7
2024-11-20 07:00:00,1295.0,1272.0,330,330,200.0,170,1108,1150,350.0,330.0,220.0,170.0,0.7,2.75,-10.0,5.5,-1.0,4.77,68.62,124.87,98.92,15.12,69.2,122.8,98.51,15.66,98.2,112.0,124.37,124.22,124.0,124.57,121.77,122.0,33330.0,35000.0,36018.0,36250.0,37307.0,37589.0,37748.0,37638.0,115.03,113.07,105.34,98.84,119.0,115.25,109.9,99.75
2024-11-20 11:00:00,1137.0,1155.0,330,330,200.0,170,1047,1158,350.0,330.0,220.0,170.0,0.69,1.97,-9.84,5.5,-1.0,5.22,68.62,124.87,98.92,15.12,69.2,122.8,98.51,15.66,118.0,117.31,115.0,112.14,112.0,108.8,109.0,105.09,37731.0,37800.0,37897.0,38000.0,38400.0,38594.0,38477.0,38479.0,92.34,90.68,91.85,101.65,95.4,90.6,92.0,102.89
2024-11-20 15:00:00,1064.0,1145.0,330,330,200.0,170,936,988,337.0,235.0,200.0,26.0,4.79,15.69,-2.27,19.96,2.45,8.47,68.62,124.87,98.92,15.12,69.2,122.8,98.51,15.66,111.81,114.0,102.4,124.0,105.0,115.46,115.1,100.0,38724.0,39621.0,40979.0,41700.0,41696.0,41596.0,41063.0,40604.0,109.92,120.54,124.87,119.19,109.6,119.5,122.8,119.3
2024-11-20 19:00:00,1038.0,1016.0,330,330,200.0,170,1062,1149,350.0,330.0,220.0,170.0,0.5,2.5,-11.24,8.5,-2.18,6.61,68.62,124.87,98.92,15.12,69.2,122.8,98.51,15.66,106.0,100.0,103.0,99.0,99.83,92.94,100.0,83.05,39530.0,38330.0,37680.0,36440.0,34483.0,32790.0,30731.0,28984.0,112.69,108.02,100.0,92.0,109.0,105.3,102.9,95.2
2024-11-20 23:00:00,1077.0,1153.0,330,330,200.0,170,1158,1174,350.0,330.0,220.0,170.0,1.1,2.01,-9.38,5.43,-1.2,4.7,68.62,124.87,98.92,15.12,69.2,122.8,98.51,15.66,100.0,82.0,66.0,90.0,75.31,70.5,75.31,70.4,27099.0,25830.0,26400.0,26800.0,26446.0,26012.0,25447.0,24944.0,95.2,95.0,95.0,90.0,92.3,88.85,88.3,85.1
2024-11-21 03:00:00,1230.0,1201.0,330,330,200.0,170,1184,1215,350.0,330.0,200.0,170.0,1.87,2.11,-5.25,5.43,0.87,5.45,85.9,127.1,104.26,12.0,85.0,122.36,102.96,12.12,79.0,75.0,82.0,75.31,85.0,84.13,107.77,106.87,24615.0,24288.0,24100.0,24300.0,25034.0,26265.0,29134.0,31829.0,88.57,85.9,96.54,108.55,85.0,86.43,98.0,100.0
2024-11-21 07:00:00,1272.0,1263.0,330,330,200.0,170,1046,1060,350.0,330.0,220.0,170.0,0.35,1.75,-12.26,5.43,-2.03,4.94,85.9,127.1,104.26,12.0,85.0,122.36,102.96,12.12,110.0,121.0,117.0,117.98,109.9,107.0,98.0,92.98,34669.0,36300.0,37326.0,37547.0,38600.0,38386.0,37682.0,37329.0,112.99,115.65,108.0,101.35,115.14,117.58,108.0,99.48
2024-11-21 11:00:00,1056.0,1146.0,330,330,200.0,170,980,1066,350.0,330.0,220.0,170.0,0.48,1.32,-12.07,5.43,-1.54,5.04,85.9,127.1,104.26,12.0,85.0,122.36,102.96,12.12,85.0,84.93,87.7,90.2,94.2,92.31,103.9,103.9,37357.0,36858.0,36494.0,36500.0,37000.0,37056.0,37150.0,38014.0,99.92,99.43,106.69,115.63,99.93,102.85,105.4,115.7
2024-11-21 15:00:00,1003.0,1079.0,330,330,200.0,170,907,943,350.0,173.0,200.0,8.0,4.01,15.0,-5.62,22.07,-1.04,7.57,85.9,127.1,104.26,12.0,85.0,122.36,102.96,12.12,106.0,120.0,110.0,124.4,113.63,120.0,124.4,122.0,38459.0,39821.0,41367.0,42396.0,42700.0,42657.0,42502.0,41872.0,119.06,127.1,124.08,119.87,116.5,122.13,122.36,120.96
2024-11-21 19:00:00,1002.0,996.0,330,330,200.0,170,1057,1162,350.0,330.0,220.0,170.0,0.65,2.25,-10.9,6.96,-1.61,6.62,85.9,127.1,104.26,12.0,85.0,122.36,102.96,12.12,120.72,115.0,108.02,110.0,103.3,102.9,98.4,85.2,41624.0,40715.0,39441.0,38200.0,36595.0,34778.0,32841.0,30833.0,110.05,104.08,98.89,86.95,104.2,100.0,102.0,93.5
2024-11-21 23:00:00,1068.0,1154.0,330,330,200.0,170,1235,1188,350.0,330.0,204.0,170.0,1.2,2.59,-8.57,7.25,-0.47,4.4,85.9,127.1,104.26,12.0,85.0,122.36,102.96,12.12,104.0,90.3,88.0,101.01,93.98,90.0,90.0,88.0,29032.0,27500.0,27800.0,28100.0,27765.0,27344.0,26786.0,26290.0,92.86,90.68,86.21,81.26,93.7,92.9,90.0,84.5
2024-11-22 03:00:00,1237.0,1194.0,330,330,200.0,170,1272,1292,350.0,330.0,200.0,170.0,2.31,2.12,-5.0,8.2,1.0,4.92,76.06,137.22,105.47,16.78,81.78,138.3,105.49,14.53,88.25,87.75,87.0,85.4,97.0,89.6,104.0,103.17,25978.0,25665.0,25500.0,25632.0,26324.0,27535.0,30450.0,33166.0,76.06,78.95,92.41,105.5,81.83,81.78,91.2,100.0
2024-11-22 07:00:00,1274.0,1285.0,330,330,200.0,170,1086,1159,350.0,330.0,220.0,170.0,0.66,1.94,-11.47,12.96,-0.69,4.53,76.06,137.22,105.47,16.78,81.78,138.3,105.49,14.53,111.66,119.0,115.0,117.0,110.4,109.5,108.0,102.82,36017.0,37600.0,38860.0,39290.0,40600.0,40527.0,39932.0,40742.0,112.09,121.43,106.15,99.4,113.33,115.3,107.03,101.0
2024-11-22 11:00:00,1071.0,1165.0,330,330,200.0,170,1008,1086,350.0,330.0,220.0,170.0,0.53,1.39,-11.71,6.96,-1.0,5.0,76.06,137.22,105.47,16.78,81.78,138.3,105.49,14.53,105.0,102.0,109.39,107.1,110.4,106.7,115.9,115.51,40814.0,40310.0,39952.0,40000.0,40014.0,39509.0,39300.0,40034.0,95.98,104.16,106.95,112.05,101.5,100.2,104.2,106.0
2024-11-22 15:00:00,1027.0,1136.0,330,330,200.0,170,937,1049,350.0,264.0,200.0,63.0,3.43,10.0,-5.25,15.96,2.65,9.07,76.06,137.22,105.47,16.78,81.78,138.3,105.49,14.53,115.7,120.8,117.0,122.0,116.5,117.2,116.0,112.0,40323.0,41568.0,42994.0,43873.0,44000.0,43814.0,43125.0,42450.0,111.73,125.22,137.22,135.59,114.0,122.33,132.08,138.3
2024-11-22 19:00:00,1007.0,1034.0,330,330,200.0,170,1016,988,350.0,275.0,220.0,170.0,0.67,2.25,-12.25,15.96,-2.05,6.61,76.06,137.22,105.47,16.78,81.78,138.3,105.49,14.53,105.2,97.53,100.0,100.1,102.0,99.57,94.32,87.6,42163.0,41209.0,39886.0,38600.0,36800.0,34805.0,32709.0,30562.0,131.01,111.99,107.3,99.3,121.0,110.4,108.4,104.2
2024-11-22 23:00:00,1034.0,1015.0,330,330,200.0,170,1128,1181,350.0,330.0,220.0,170.0,1.01,2.04,-9.84,9.96,-1.0,5.89,76.06,137.22,105.47,16.78,81.78,138.3,105.49,14.53,95.83,93.2,70.0,92.0,83.2,72.0,74.9,67.58,28905.0,27300.0,27100.0,27489.0,27500.0,26893.0,26112.0,25753.0,102.56,115.79,102.96,99.64,110.3,109.0,102.3,94.0
2024-11-23 03:00:00,1118.0,1116.0,330,330,200.0,170,1286,1301,350.0,330.0,200.0,170.0,2.31,2.2,-5.49,8.13,2.15,4.4,3.41,120.97,87.19,30.69,4.4,120.55,86.33,26.43,72.0,72.5,84.53,82.7,94.0,92.0,107.56,102.5,25473.0,25024.0,24800.0,24901.0,25339.0,26459.0,29033.0,31737.0,106.91,80.37,70.0,71.12,96.2,81.6,79.45,81.0
2024-11-23 07:00:00,1285.0,1305.0,330,330,200.0,170,1248,1343,350.0,330.0,220.0,170.0,1.42,2.42,-8.75,6.96,-0.79,4.75,3.41,120.97,87.19,30.69,4.4,120.55,86.33,26.43,112.2,128.0,124.8,124.0,117.1,112.1,108.5,100.0,34968.0,37000.0,38587.0,38827.0,39100.0,39021.0,38722.0,38251.0,75.88,75.34,75.61,83.37,81.0,84.17,89.85,95.48
2024-11-23 11:00:00,1253.0,1282.0,330,330,200.0,170,1113,1172,350.0,330.0,220.0,170.0,0.9,2.09,-9.69,9.54,-0.97,3.7,3.41,120.97,87.19,30.69,4.4,120.55,86.33,26.43,89.57,92.0,100.2,103.03,104.2,104.3,112.0,110.24,37653.0,37206.0,37391.0,37500.0,37540.0,37510.0,37531.0,37948.0,92.06,105.25,115.47,113.86,92.0,98.2,92.0,92.0
2024-11-23 15:00:00,1134.0,1173.0,330,330,200.0,170,1086,1125,350.0,330.0,220.0,132.0,0.47,4.0,-9.14,9.54,-1.13,8.68,3.41,120.97,87.19,30.69,4.4,120.55,86.33,26.43,103.9,110.39,118.2,148.54,132.18,140.0,133.08,114.1,38962.0,39922.0,41359.0,42438.0,42968.0,43090.0,43221.0,42174.0,98.05,114.96,120.97,117.43,100.0,110.0,120.55,112.6
2024-11-23 19:00:00,1128.0,1243.0,330,330,200.0,170,1231,1305,350.0,330.0,200.0,55.0,2.75,5.05,-4.5,9.96,-0.3,6.63,3.41,120.97,87.19,30.69,4.4,120.55,86.33,26.43,135.0,130.0,115.0,101.57,108.19,102.38,108.0,98.49,41579.0,40613.0,39834.0,38580.0,37086.0,35459.0,33643.0,31806.0,105.11,85.01,51.95,12.04,100.2,80.0,52.96,23.0
2024-11-23 23:00:00,1237.0,1249.0,330,330,200.0,170,1319,1312,330.0,307.0,200.0,167.0,2.9,3.5,2.51,11.5,1.89,6.84,3.41,120.97,87.19,30.69,4.4,120.55,86.33,26.43,112.83,100.39,94.15,112.77,105.62,89.0,93.0,77.15,29919.0,28580.0,28130.0,28700.0,27867.0,26904.0,25985.0,25317.0,3.41,1.48,1.36,0.01,4.4,0.9,-0.5,-2.0
2024-11-24 03:00:00,1290.0,1275.0,330,330,200.0,170,1337,1439,330.0,330.0,200.0,170.0,3.73,3.07,6.48,2.22,4.38,2.4,-3.5,112.06,27.36,35.39,-8.0,110.0,30.56,34.45,98.0,94.15,83.0,57.5,70.82,70.0,73.1,70.82,24866.0,24389.0,23716.0,23214.0,23100.0,23283.0,24352.0,25082.0,-1.34,-3.5,-3.5,-0.41,-5.3,-8.0,-7.4,-3.4
2024-11-24 07:00:00,1337.0,1341.0,330,330,200.0,170,1330,1368,330.0,330.0,200.0,170.0,2.68,2.82,8.21,6.96,5.78,2.86,-3.5,112.06,27.36,35.39,-8.0,110.0,30.56,34.45,70.82,77.15,70.82,77.15,70.82,78.0,82.2,84.0,26014.0,27300.0,28992.0,30771.0,32136.0,32875.0,33060.0,33389.0,3.73,4.67,3.23,28.14,2.4,9.0,23.25,37.2
2024-11-24 11:00:00,1330.0,1316.0,330,330,200.0,170,1231,1299,330.0,330.0,200.0,170.0,2.24,1.94,2.31,8.7,3.26,2.83,-3.5,112.06,27.36,35.39,-8.0,110.0,30.56,34.45,90.0,92.8,100.0,110.0,101.96,94.5,104.54,99.0,33865.0,34000.0,34400.0,34336.0,34264.0,34232.0,34109.0,34000.0,28.14,41.38,35.83,51.39,46.0,53.8,61.2,54.8
2024-11-24 15:00:00,1228.0,1250.0,330,330,200.0,170,1205,1171,331.0,273.0,200.0,13.0,1.71,10.0,-0.19,16.25,2.18,4.69,-3.5,112.06,27.36,35.39,-8.0,110.0,30.56,34.45,97.0,102.9,108.0,124.0,123.1,123.4,124.0,110.7,34010.0,34446.0,35782.0,36669.0,37100.0,36821.0,36168.0,35050.0,64.09,102.25,112.06,93.09,60.0,85.0,110.0,86.7
2024-11-24 19:00:00,1205.0,1313.0,330,330,200.0,170,1270,1374,331.0,320.0,200.0,166.0,1.9,4.92,0.0,14.28,1.6,7.64,-3.5,112.06,27.36,35.39,-8.0,110.0,30.56,34.45,103.6,98.0,104.0,83.49,79.7,18.0,15.0,-18.0,33934.0,32746.0,31844.0,30430.0,28922.0,27452.0,26001.0,24432.0,54.82,23.25,10.96,4.0,60.0,32.0,25.0,4.4
2024-11-24 23:00:00,1259.0,1267.0,330,330,200.0,170,1319,1285,330.0,255.0,200.0,165.0,2.76,5.0,2.09,12.96,1.87,5.63,-3.5,112.06,27.36,35.39,-8.0,110.0,30.56,34.45,22.7,-1.0,-0.1,1.5,-6.0,-10.1,-6.0,-10.0,22880.0,21650.0,21500.0,21500.0,20880.0,20110.0,19426.0,18965.0,1.53,2.21,1.0,0.01,8.3,6.6,5.0,4.0
2024-11-25 03:00:00,1319.0,1282.0,330,330,200.0,170,1337,1351,285.0,330.0,68.0,170.0,5.75,2.86,10.94,5.48,6.1,2.88,-1.02,116.94,65.83,41.98,-0.2,120.0,70.57,41.87,-7.48,-11.64,-1.18,-6.0,-4.18,-3.5,-6.0,0.0,18490.0,18239.0,17799.0,17636.0,17600.0,17666.0,18638.0,19117.0,-0.91,-1.02,3.4,44.0,2.3,-0.2,8.0,55.0
2024-11-25 07:00:00,1337.0,1327.0,330,330,200.0,170,1237,1251,343.0,330.0,200.0,170.0,3.01,3.55,0.0,7.0,4.67,6.28,-1.02,116.94,65.83,41.98,-0.2,120.0,70.57,41.87,-6.0,1.0,-11.5,3.0,-6.0,5.0,19.2,24.9,20377.0,21040.0,22790.0,23894.0,24963.0,25837.0,26540.0,27224.0,75.26,82.49,81.98,85.92,85.6,101.5,99.2,89.0
2024-11-25 11:00:00,1241.0,1267.0,330,330,200.0,170,1182,1167,350.0,330.0,202.0,170.0,1.0,1.95,-7.12,6.96,-0.26,4.15,-1.02,116.94,65.83,41.98,-0.2,120.0,70.57,41.87,19.04,23.3,20.0,33.26,33.0,32.0,50.7,50.7,27800.0,28000.0,28866.0,29500.0,29508.0,29500.0,29674.0,29902.0,75.04,78.28,87.12,100.4,86.36,83.9,91.4,100.0
2024-11-25 15:00:00,1159.0,1180.0,330,330,200.0,170,1105,1169,350.0,330.0,216.0,168.0,0.83,4.86,-7.03,13.62,0.0,9.25,-1.02,116.94,65.83,41.98,-0.2,120.0,70.57,41.87,53.0,69.0,83.5,103.3,102.0,103.3,94.29,76.5,30399.0,31485.0,33228.0,34181.0,34364.0,34500.0,33679.0,32850.0,92.99,112.68,116.94,112.73,94.0,111.0,115.0,112.6
2024-11-25 19:00:00,1095.0,1240.0,330,330,200.0,170,1198,1197,350.0,330.0,220.0,170.0,1.0,3.93,-9.66,9.5,-0.83,7.65,-1.02,116.94,65.83,41.98,-0.2,120.0,70.57,41.87,72.4,48.4,32.0,10.15,18.12,3.0,5.5,-6.0,31783.0,30607.0,29484.0,28350.0,26932.0,25558.0,23825.0,22435.0,103.2,115.09,77.07,62.85,120.0,99.0,90.4,66.4
2024-11-25 23:00:00,1192.0,1188.0,330,330,200.0,170,1266,1248,350.0,324.0,200.0,170.0,2.5,2.08,-5.74,7.1,1.25,6.01,-1.02,116.94,65.83,41.98,-0.2,120.0,70.57,41.87,14.92,5.0,-2.0,5.1,-1.6,-7.5,-8.68,-10.0,20983.0,19890.0,20000.0,20570.0,20129.0,19699.0,19408.0,19327.0,71.1,79.01,79.95,75.5,67.6,72.0,72.0,72.0
